Timestamp(ms E-10)	acc_X	acc_Y	acc_Z	
4249072	-0.519486	0.203378	9.66382
4249082	-0.512853	0.204741	9.71658
4249092	-0.498488	0.147572	9.71888
4249102	-0.515476	0.132256	9.68015
4249112	-0.560888	0.135826	9.63451
4249122	-0.541759	0.116798	9.63612
4249132	-0.503524	0.119084	9.72407
4249142	-0.502999	0.137906	9.71409
4249152	-0.508057	0.166618	9.71783
4249162	-0.537286	0.178548	9.81109
4249172	-0.572072	0.160026	9.83334
4249182	-0.541001	0.178049	9.79183
4249192	-0.53382	0.162659	9.74977
4249202	-0.527962	0.128815	9.73191
4249212	-0.506445	0.127752	9.69033
4249222	-0.533278	0.155438	9.65469
4249232	-0.527171	0.147514	9.71719
4249242	-0.555594	0.14001	9.7967
4249252	-0.543641	0.148462	9.75431
4249262	-0.503518	0.126409	9.63813
4249272	-0.51413	0.115136	9.57109
4249282	-0.514133	0.124669	9.57085
4249292	-0.561681	0.121893	9.64911
4249302	-0.565134	0.109182	9.71116
4249312	-0.571257	0.138382	9.73388
4249322	-0.573921	0.170761	9.69479
4249332	-0.564351	0.146949	9.69596
4249342	-0.600209	0.147981	9.7367
4249352	-0.591178	0.143477	9.74687
4249362	-0.551857	0.1097	9.73099
4249372	-0.541769	0.123774	9.7217
4249382	-0.544707	0.153718	9.77317
4249392	-0.565429	0.180803	9.71409
4249402	-0.586138	0.179288	9.65574
4249412	-0.567282	0.157825	9.74792
4249422	-0.584549	0.154374	9.79939
4249432	-0.57499	0.15916	9.79984
4249442	-0.553991	0.124977	9.76859
4249452	-0.620542	-0.211848	10.0257
4249462	-0.639182	-0.0834322	10.0118
4249472	-0.580594	0.286353	9.5533
4249482	-0.514427	0.213147	9.48759
4249492	-0.52239	0.147524	9.71747
4249502	-0.557449	0.121799	9.8304
4249512	-0.543113	0.157751	9.74458
4249522	-0.536476	0.171205	9.71128
4249532	-0.527451	0.181003	9.72109
4249542	-0.530631	0.170725	9.69258
4249552	-0.544177	0.15824	9.76356
4249562	-0.550833	0.187686	9.79577
4249572	-0.586936	0.158031	9.75628
4249582	-0.569659	0.116026	9.79172
4249592	-0.536489	0.182948	9.79674
4249602	-0.547926	0.217151	9.82854
4249612	-0.563052	0.184122	9.84278
4249622	-0.549754	0.153831	9.77764
4249632	-0.551085	0.154442	9.80136
4249642	-0.584035	0.180172	9.875
4249652	-0.597038	0.160465	9.85091
4249662	-0.58533	0.111841	9.81472
4249672	-0.570974	0.0785046	9.81641
4249682	-0.599917	0.0642681	9.81983
4249692	-0.623298	0.0878086	9.80833
4249702	-0.585868	0.126385	9.82385
4249712	-0.563831	0.158446	9.77193
4249722	-0.571268	0.166982	9.73316
4249732	-0.577353	0.105617	9.75818
4249742	-0.497626	0.0115309	9.62233
4249752	-0.513082	0.131156	9.63744
4249762	-0.693484	0.234346	9.94341
4249772	-0.710716	0.123474	10.0834
4249782	-0.636014	-0.022933	9.95332
4249792	-0.645799	-0.0844488	9.78756
4249802	-0.674516	-0.00347424	9.78381
4249812	-0.618768	0.0498075	9.81433
4249822	-0.518908	0.0454884	9.82985
4249832	-0.501904	0.0226717	9.86954
4249842	-0.471876	-0.0160141	9.84847
4249852	-0.395362	-0.0778255	9.85454
4249862	-0.396953	-0.0913916	9.88338
4249872	-0.378362	-0.0958748	9.89412
4249882	-0.408922	-0.0400887	9.83849
4249892	-0.489442	0.104936	9.73002
4249902	-0.578704	0.175519	9.69439
4249912	-0.553718	0.127412	9.67802
4249922	-0.420644	0.0851488	9.70123
4249932	-0.437389	0.105287	9.74261
4249942	-0.544115	0.00570965	9.76744
4249952	-0.521813	0.0376482	9.71077
4249962	-0.5734	0.22074	9.59827
4249972	-0.635036	0.272801	9.58379
4249982	-0.537327	0.321894	9.63594
4249992	-0.733626	0.402652	9.62709
4250002	-0.799748	0.409473	9.52298
4250012	-0.610685	0.47757	9.5705
4250022	-0.665928	0.447529	9.70141
4250032	-0.74741	0.318789	9.70464
4250042	-0.683916	0.275404	9.68566
4250052	-0.616187	0.265639	9.6756
4250062	-0.622028	0.261353	9.69442
4250072	-0.639294	0.253135	9.74602
4250082	-0.627339	0.235197	9.79006
4250092	-0.631587	0.234942	9.78029
4250102	-0.630249	0.215266	9.75704
4250112	-0.601028	0.200779	9.7496
4250122	-0.590389	0.166944	9.73203
4250132	-0.582947	0.160964	9.68498
4250142	-0.55161	0.157243	9.72503
4250152	-0.533018	0.131136	9.82208
4250162	-0.561701	0.131078	9.82039
4250172	-0.573927	0.141814	9.86704
4250182	-0.546037	0.127938	9.88333
4250192	-0.556917	0.121554	9.82091
4250202	-0.594902	0.140421	9.81343
4250212	-0.603928	0.130625	9.80362
4250222	-0.624907	0.117142	9.83608
4250232	-0.625194	0.169696	9.83949
4250242	-0.588291	0.220608	9.77844
4250252	-0.576072	0.202547	9.81773
4250262	-0.576331	0.166747	9.90914
4250272	-0.621222	0.177048	9.93959
4250282	-0.614589	0.178412	9.99235
4250292	-0.584576	0.177858	9.97031
4250302	-0.63583	0.198766	9.85718
4250312	-0.662394	0.221562	9.81693
4250322	-0.633699	0.193021	9.81934
4250332	-0.598617	0.135157	9.79429
4250342	-0.591436	0.124533	9.7521
4250352	-0.568856	0.122982	9.69154
4250362	-0.555841	0.135713	9.63004
4250372	-0.582395	0.134677	9.59039
4250382	-0.58426	0.1403	9.62349
4250392	-0.544965	0.15163	9.69222
4250402	-0.520003	0.143867	9.76058
4250412	-0.539399	0.163016	9.76372
4250422	-0.504619	0.195839	9.74111
4250432	-0.594942	0.24052	9.81089
4250442	-0.656802	0.18784	9.80382
4250452	-0.527156	0.109382	9.71816
4250462	-0.486002	0.151013	9.66712
4250471	-0.518684	0.193479	9.64982
4250481	-0.571004	0.171626	9.72829
4250491	-0.614826	0.171906	9.74
4250501	-0.56038	0.175924	9.70975
4250511	-0.47404	0.11401	9.71164
4250521	-0.458895	0.099371	9.69861
4250531	-0.45891	0.137504	9.69764
4250541	-0.507519	0.152075	9.7087
4250551	-0.576589	0.16466	9.82819
4250561	-0.549775	0.18464	9.86261
4250571	-0.488673	0.154446	9.80027
4250581	-0.402875	0.138231	9.72475
4250591	-0.390138	0.179684	9.66727
4250601	-0.453626	0.187146	9.77292
4250611	-0.439822	0.180096	9.8692
4250621	-0.469575	0.194825	9.88613
4250631	-0.507272	0.156371	9.87536
4250641	-0.517359	0.142296	9.88465
4250651	-0.557749	0.186096	9.91928
4250661	-0.572875	0.153069	9.93351
4250671	-0.556673	0.157008	9.90102
4250681	-0.554294	0.19404	9.85734
4250691	-0.578191	0.179692	9.8563
4250701	-0.584295	0.165994	9.88011
4250711	-0.583503	0.179928	9.86551
4250721	-0.550034	0.165695	9.86784
4250731	-0.563581	0.174832	9.85252
4250741	-0.593332	0.184797	9.86957
4250751	-0.559321	0.146488	9.86302
4250761	-0.536474	0.144815	9.7977
4250771	-0.547895	0.162508	9.74418
4250781	-0.567012	0.14817	9.74341
4250791	-0.577367	0.138983	9.75733
4250801	-0.582157	0.162807	9.75644
4250811	-0.599949	0.140533	9.8179
4250821	-0.603399	0.139914	9.79389
4250831	-0.601542	0.153358	9.76031
4250841	-0.592769	0.12991	9.77571
4250851	-0.551331	0.123755	9.72114
4250861	-0.560101	0.142436	9.70585
4250871	-0.596761	0.153368	9.76059
4250881	-0.585073	0.157175	9.72306
4250891	-0.58427	0.142509	9.70919
4250901	-0.62569	0.105765	9.76486
4250911	-0.644547	0.105604	9.75899
4250921	-0.629951	0.13411	9.75436
4250931	-0.603667	0.166425	9.71221
4250941	-0.603673	0.180725	9.71184
4250951	-0.587729	0.144098	9.77088
4250961	-0.56302	0.124713	9.75854
4250971	-0.576831	0.129206	9.74808
4250981	-0.594893	0.138212	9.72773
4250991	-0.60339	0.137703	9.70819
4251001	-0.565685	0.157092	9.71944
4251011	-0.551074	0.147466	9.71579
4251021	-0.554238	0.0990562	9.68824
4251031	-0.51383	0.0339813	9.5684
4251041	-0.487805	0.0689754	9.44518
4251051	-0.60102	0.198569	9.6639
4251061	-0.649126	0.202666	10.0088
4251071	-0.569687	0.144278	9.96251
4251081	-0.558762	0.101134	9.76892
4251091	-0.606828	0.108483	9.68491
4251101	-0.623843	0.143044	9.73067
4251111	-0.592769	0.12991	9.77571
4251121	-0.580812	0.124063	9.73368
4251131	-0.591716	0.158021	9.756
4251141	-0.607132	0.182314	9.77353
4251151	-0.584022	0.168428	9.78954
4251161	-0.539386	0.12965	9.76457
4251171	-0.546818	0.128653	9.72604
4251181	-0.600477	0.152869	9.74132
4251191	-0.607388	0.158603	9.77888
4251201	-0.598881	0.130512	9.79916
4251211	-0.578686	0.110995	9.78178
4251221	-0.578684	0.106228	9.78191
4251231	-0.573897	0.091938	9.78255
4251241	-0.556635	0.0832996	9.81714
4251251	-0.603924	0.121092	9.80386
4251261	-0.644294	0.138847	9.75339
4251271	-0.63738	0.123581	9.71607
4251281	-0.60843	0.123516	9.71301
4251291	-0.586123	0.119532	9.74302
4251301	-0.576029	0.119307	9.73409
4251311	-0.566202	0.119205	9.7299
4251321	-0.624115	0.157465	9.73505
4251331	-0.661835	0.17621	9.72283
4251341	-0.604454	0.138192	9.72717
4251351	-0.570455	0.128482	9.71989
4251361	-0.613488	0.152228	9.71675
4251371	-0.624368	0.124221	9.74064
4251381	-0.598078	0.120612	9.78516
4251391	-0.613505	0.173504	9.80197
4251401	-0.630236	0.1819	9.75789
4251411	-0.62809	0.138021	9.72102
4251421	-0.598063	0.104103	9.69983
4251431	-0.563547	0.132281	9.68209
4251441	-0.539127	0.148594	9.75934
4251451	-0.517095	0.168564	9.79348
4251461	-0.488416	0.19978	9.70862
4251471	-0.49557	0.148437	9.75238
4251481	-0.548674	0.093585	9.84593
4251491	-0.517066	0.097065	9.79529
4251501	-0.487342	0.153834	9.77655
4251511	-0.508069	0.173594	9.80341
4251521	-0.549482	0.139408	9.77325
4251531	-0.530364	0.148981	9.77414
4251541	-0.498768	0.159436	9.80908
4251551	-0.505139	0.145861	9.83764
4251561	-0.519749	0.150721	9.84142
4251571	-0.576066	0.188248	9.81809
4251581	-0.651501	0.216205	9.79388
4251591	-0.628641	0.185933	9.7293
4251601	-0.591966	0.136868	9.67553
4251611	-0.581867	0.122343	9.66697
4251621	-0.508319	0.157207	9.72282
4251631	-0.491349	0.1938	9.84676
4251641	-0.480714	0.169497	9.82895
4251651	-0.506468	0.163328	9.77518
4251661	-0.527994	0.188223	9.81616
4251671	-0.517364	0.173453	9.7981
4251681	-0.500875	0.129604	9.76207
4251691	-0.537248	0.126463	9.6409
4251701	-0.614776	0.108079	9.48435
4251711	-0.542835	0.129029	9.74056
4251721	-0.504637	0.178635	9.99882
4251731	-0.557485	0.190741	9.91441
4251741	-0.53677	0.199579	9.88682
4251751	-0.548985	0.203339	9.84789
4251761	-0.569953	0.182881	9.79477
4251771	-0.562505	0.145745	9.83426
4251781	-0.543933	0.188927	9.84379
4251791	-0.5312	0.223056	9.87226
4251801	-0.550566	0.165939	9.87733
4251811	-0.574199	0.156237	9.87142
4251821	-0.573411	0.162846	9.94276
4251831	-0.582703	0.153171	9.9377
4251841	-0.597586	0.177218	9.94574
4251851	-0.577127	0.162347	9.9235
4251861	-0.576853	0.160015	9.83305
4251871	-0.555596	0.144777	9.79658
4251881	-0.545498	0.135017	9.78789
4251891	-0.558256	0.167622	9.75773
4251901	-0.55295	0.181687	9.74816
4251911	-0.587474	0.172575	9.76541
4251921	-0.600751	0.172057	9.74559
4251931	-0.55586	0.161756	9.71514
4251941	-0.547093	0.152609	9.73018
4251951	-0.581085	0.143252	9.73795
4251961	-0.575248	0.161839	9.71876
4251971	-0.558788	0.167867	9.76722
4251981	-0.574442	0.120782	9.79131
4251991	-0.58452	0.104498	9.71491
4252001	-0.560869	0.109783	9.54941
4252011	-0.591158	0.134292	9.57559
4252021	-0.632876	0.152312	9.72037
4252031	-0.606049	0.134158	9.75576
4252041	-0.61692	0.103942	9.69395
4252051	-0.583439	0.0875006	9.61059
4252061	-0.567528	0.127138	9.66769
4252071	-0.570458	0.138015	9.71965
4252081	-0.55397	0.0941677	9.68362
4252091	-0.585043	0.102533	9.6387
4252101	-0.59196	0.122568	9.67589
4252111	-0.560623	0.118847	9.71595
4252121	-0.573636	0.122972	9.69126
4252131	-0.571241	0.121873	9.64855
4252141	-0.521567	0.106815	9.6185
4252151	-0.526891	0.130881	9.62711
4252161	-0.546543	0.126322	9.6356
4252171	-0.545465	0.0924664	9.61746
4252181	-0.563804	0.108571	9.68744
4252191	-0.580027	0.135439	9.80491
4252201	-0.552669	0.121809	9.83068
4252211	-0.521849	0.101822	9.79489
4252221	-0.54735	0.128898	9.73553
4252231	-0.598354	0.166191	9.703
4252241	-0.590927	0.181488	9.74116
4252251	-0.574203	0.187392	9.78487
4252261	-0.587993	0.139453	9.77575
4252271	-0.580806	0.109764	9.73405
4252281	-0.570717	0.119071	9.72488
4252291	-0.58054	0.109642	9.7293
4252301	-0.583734	0.132731	9.69994
4252311	-0.591171	0.146034	9.66105
4252321	-0.572579	0.141551	9.67179
4252331	-0.555308	0.113846	9.70686
4252341	-0.57974	0.104507	9.71519
4252351	-0.568327	0.110649	9.76811
4252361	-0.566748	0.13119	9.82485
4252371	-0.592778	0.153744	9.7751
4252381	-0.568878	0.158559	9.77639
4252391	-0.520562	0.189219	9.85469
4252401	-0.522955	0.185554	9.89752
4252411	-0.560659	0.166164	9.88626
4252421	-0.547105	0.159584	9.81576
4252431	-0.553997	0.139277	9.76823
4252441	-0.578427	0.129939	9.77655
4252451	-0.584008	0.135062	9.79039
4252461	-0.604469	0.154702	9.81251
4252471	-0.586942	0.150707	9.84223
4252481	-0.54602	0.106663	9.79811
4252491	-0.531944	0.106814	9.8037
4252501	-0.558257	0.145999	9.84403
4252511	-0.625188	0.155396	9.83985
4252521	-0.615362	0.16006	9.83555
4252531	-0.528509	0.145568	9.82674
4252541	-0.494774	0.131213	9.82433
4252551	-0.555589	0.12571	9.79706
4252561	-0.572855	0.143883	9.76224
4252571	-0.540733	0.17316	9.78721
4252581	-0.538875	0.160214	9.84005
4252591	-0.534086	0.141158	9.84082
4252601	-0.541257	0.149572	9.7973
4252611	-0.535417	0.163392	9.77824
4252621	-0.560117	0.163711	9.79107
4252631	-0.577109	0.136304	9.83841
4252641	-0.586942	0.150707	9.84223
4252651	-0.563588	0.193899	9.85203
4252661	-0.492147	0.194166	9.861
4252671	-0.474604	0.168896	9.8055
4252681	-0.519217	0.150476	9.83193
4252691	-0.537542	0.154837	9.81644
4252701	-0.514432	0.162576	9.74614
4252711	-0.524268	0.186512	9.74972
4252721	-0.557466	0.186322	9.74301
4252731	-0.55187	0.143066	9.73014
4252741	-0.621764	0.22275	9.86217
4252751	-0.618319	0.211279	9.97224
4252761	-0.468201	0.106206	9.77888
4252771	-0.505624	0.0918102	9.59124
4252781	-0.535136	0.146761	9.68816
4252791	-0.482574	0.18721	9.77598
4252801	-0.516548	0.151812	9.69865
4252811	-0.527687	0.126482	9.64147
4252821	-0.529285	0.131982	9.66982
4252831	-0.54842	0.143686	9.75415
4252841	-0.556391	0.13561	9.81106
4252851	-0.55215	0.15493	9.82035
4252861	-0.536746	0.159237	9.80209
4252871	-0.507268	0.168461	9.7893
4252881	-0.518424	0.164409	9.81733
4252891	-0.571536	0.150248	9.82409
4252901	-0.583208	0.12993	9.77627
4252911	-0.578161	0.129817	9.77181
4252921	-0.554267	0.148932	9.77273
4252931	-0.549237	0.191719	9.76718
4252941	-0.571027	0.207202	9.81314
4252951	-0.554288	0.179741	9.85771
4252961	-0.552425	0.178885	9.82449
4252971	-0.601827	0.179523	9.85015
4252981	-0.592264	0.174774	9.85083
4252991	-0.541531	0.16876	9.80156
4253001	-0.555872	0.168732	9.80072
4253011	-0.576047	0.140581	9.8193
4253021	-0.598619	0.139923	9.79417
4253031	-0.594906	0.171578	9.72688
4253041	-0.590129	0.181122	9.72692
4253051	-0.585079	0.171474	9.7227
4253061	-0.566483	0.157459	9.73368
4253071	-0.541001	0.178049	9.79183
4253081	-0.560388	0.173367	9.79557
4253091	-0.599149	0.157024	9.71747
4253101	-0.589304	0.114022	9.71438
4253111	-0.554252	0.1108	9.7737
4253121	-0.554523	0.125221	9.77808
4253131	-0.569667	0.135092	9.79123
4253141	-0.578431	0.139472	9.77631
4253151	-0.582419	0.153397	9.76143
4253161	-0.556656	0.157356	9.7295
4253171	-0.558763	0.122758	9.68261
4253181	-0.575223	0.0998726	9.72034
4253191	-0.536989	0.123783	9.72198
4253201	-0.541503	0.123652	9.71695
4253211	-0.534331	0.110471	9.76059
4253221	-0.532475	0.123915	9.72701
4253231	-0.543092	0.105318	9.74591
4253241	-0.538314	0.110095	9.74607
4253251	-0.563013	0.127271	9.67272
4253261	-0.56939	0.127994	9.70091
4253271	-0.526894	0.118793	9.71317
4253281	-0.522111	0.114036	9.71357
4253291	-0.551334	0.133287	9.72089
4253301	-0.571796	0.157693	9.74289
4253311	-0.570202	0.140103	9.8006
4253321	-0.558784	0.158334	9.76746
4253331	-0.540984	0.156774	9.70661
4253341	-0.551595	0.11911	9.726
4253351	-0.588259	0.139575	9.78049
4253361	-0.577646	0.172472	9.76123
4253371	-0.580564	0.171607	9.72773
4253381	-0.571796	0.157693	9.74289
4253391	-0.550544	0.151988	9.70617
4253401	-0.550287	0.175699	9.70082
4253411	-0.551888	0.185966	9.72905
4253421	-0.577114	0.172227	9.75174
4253431	-0.601007	0.148347	9.75094
4253441	-0.58161	0.12443	9.74792
4253451	-0.516844	0.163327	9.96038
4253461	-0.591188	0.145687	9.83257
4253471	-0.629134	0.129326	9.56872
4253481	-0.553984	0.127534	9.68277
4253491	-0.572855	0.143883	9.76224
4253501	-0.578705	0.158661	9.78057
4253511	-0.533022	0.140669	9.82183
4253521	-0.514422	0.11712	9.83306
4253531	-0.533009	0.107303	9.82268
4253541	-0.562773	0.150634	9.83889
4253551	-0.570219	0.183003	9.79951
4253561	-0.542076	0.202371	9.81021
4253571	-0.564111	0.170311	9.86213
4253581	-0.566763	0.169323	9.82388
4253591	-0.543649	0.167528	9.75383
4253601	-0.548707	0.19624	9.75757
4253611	-0.557213	0.219566	9.73742
4253621	-0.57047	0.166615	9.71892
4253631	-0.556926	0.167011	9.734
4253641	-0.532495	0.176348	9.72568
4253651	-0.512564	0.147421	9.71329
4253661	-0.541243	0.137829	9.71184
4253671	-0.569144	0.158681	9.78114
4253681	-0.522144	0.173444	9.79782
4253691	-0.538339	0.17206	9.7445
4253701	-0.550557	0.185354	9.70533
4253711	-0.559846	0.170913	9.70038
4253721	-0.591984	0.16291	9.76063
4253731	-0.582421	0.158163	9.76131
4253741	-0.595423	0.13369	9.73734
4253751	-0.57472	0.149505	9.79533
4253761	-0.552146	0.145397	9.82059
4253771	-0.568074	0.143893	9.76252
4253781	-0.547101	0.171675	9.7297
4253791	-0.512581	0.168696	9.7985
4253801	-0.539675	0.165347	9.85417
4253811	-0.604207	0.164113	9.80752
4253820	-0.582155	0.15804	9.75656
4253830	-0.548422	0.148453	9.75403
4253840	-0.564356	0.139624	9.7819
4253850	-0.583752	0.158773	9.78504
4253860	-0.5843	0.197151	9.79356
4253870	-0.58005	0.192638	9.80345
4253880	-0.564901	0.173234	9.79055
4253890	-0.540737	0.182693	9.78696
4253900	-0.53728	0.164248	9.81146
4253910	-0.546571	0.154573	9.80639
4253920	-0.526381	0.149357	9.78865
4253930	-0.537265	0.126115	9.81243
4253940	-0.580827	0.140572	9.81902
4253950	-0.568352	0.172614	9.76654
4253960	-0.565699	0.168835	9.8049
4253970	-0.588257	0.113186	9.86692
4253980	-0.585326	0.102307	9.81496
4253990	-0.535145	0.148971	9.77386
4254000	-0.541536	0.183061	9.8012
4254010	-0.584291	0.173318	9.79417
4254020	-0.585602	0.147887	9.7328
4254030	-0.55879	0.172633	9.7671
4254040	-0.566231	0.169079	9.81439
4254050	-0.57445	0.139848	9.79083
4254060	-0.560103	0.130344	9.79192
4254070	-0.567021	0.15038	9.82911
4254080	-0.580048	0.187872	9.80357
4254090	-0.585615	0.159629	9.81826
4254100	-0.571534	0.145481	9.82421
4254110	-0.539926	0.148961	9.77357
4254120	-0.54895	0.139164	9.76376
4254130	-0.548952	0.143931	9.76364
4254140	-0.569412	0.163569	9.78576
4254150	-0.584023	0.173195	9.78942
4254160	-0.577374	0.13166	9.84327
4254170	-0.610837	0.131592	9.8413
4254180	-0.580019	0.137996	9.71908
4254190	-0.550002	0.127911	9.69729
4254200	-0.610036	0.148083	9.74088
4254210	-0.603142	0.163624	9.78854
4254220	-0.567282	0.136202	9.83422
4254230	-0.586402	0.131396	9.83322
4254240	-0.560372	0.135234	9.79654
4254250	-0.547878	0.119609	9.74527
4254260	-0.56647	0.124093	9.73453
4254270	-0.587715	0.110732	9.77173
4254280	-0.6018	0.134414	9.76554
4254290	-0.592252	0.167799	9.76525
4254300	-0.599694	0.169011	9.81242
4254310	-0.595976	0.164743	9.83181
4254320	-0.565151	0.130458	9.79638
4254330	-0.576833	0.133972	9.74796
4254340	-0.579226	0.15193	9.70448
4254350	-0.569677	0.180549	9.70432
4254360	-0.562243	0.17678	9.74297
4254370	-0.54709	0.143076	9.73042
4254380	-0.541775	0.138073	9.72134
4254390	-0.552678	0.167265	9.74377
4254400	-0.578716	0.187261	9.77985
4254410	-0.559052	0.163222	9.77209
4254420	-0.540182	0.146873	9.69262
4254430	-0.557448	0.143423	9.7441
4254440	-0.5734	0.177493	9.77088
4254450	-0.570487	0.209514	9.71783
4254460	-0.567812	0.153303	9.75753
4254470	-0.568861	0.11566	9.77748
4254480	-0.602864	0.134902	9.78452
4254490	-0.601806	0.148714	9.76517
4254500	-0.558511	0.139145	9.7632
4254510	-0.545756	0.116074	9.79312
4254520	-0.538865	0.136381	9.84066
4254530	-0.555866	0.154432	9.80108
4254540	-0.563822	0.134613	9.77253
4254550	-0.540716	0.13026	9.7883
4254560	-0.549748	0.13953	9.778
4254570	-0.563303	0.167735	9.76219
4254580	-0.553216	0.181809	9.7529
4254590	-0.525059	0.167812	9.76444
4254600	-0.524795	0.172456	9.75958
4254610	-0.520817	0.182366	9.77385
4254620	-0.525068	0.191646	9.76384
4254630	-0.527983	0.181248	9.73058
4254640	-0.533294	0.176715	9.73991
4254650	-0.567286	0.167358	9.74767
4254660	-0.557716	0.148312	9.74872
4254670	-0.556654	0.15259	9.72962
4254680	-0.546837	0.176319	9.72483
4254690	-0.538331	0.152994	9.74498
4254700	-0.53965	0.125006	9.76943
4254710	-0.545506	0.154084	9.78741
4254720	-0.568624	0.187037	9.77092
4254730	-0.564905	0.182768	9.7903
4254740	-0.547363	0.140639	9.82099
4254750	-0.555855	0.125833	9.80181
4254760	-0.576308	0.152795	9.73798
4254770	-0.58084	0.195562	9.73187
4254780	-0.591191	0.176844	9.74603
4254790	-0.59224	0.139199	9.76598
4254800	-0.587727	0.139331	9.771
4254810	-0.572589	0.14376	9.75749
4254820	-0.57738	0.172349	9.75648
4254830	-0.600483	0.167169	9.74096
4254840	-0.58533	0.133465	9.72842
4254850	-0.556392	0.162	9.72463
4254860	-0.55508	0.187431	9.786
4254870	-0.5564	0.159443	9.81045
4254880	-0.538063	0.126481	9.82666
4254890	-0.557197	0.155043	9.82481
4254900	-0.603677	0.168635	9.79791
4254910	-0.594912	0.164254	9.81283
4254920	-0.559856	0.177889	9.78596
4254930	-0.564905	0.182768	9.7903
4254940	-0.554801	0.153943	9.7821
4254950	-0.563828	0.148913	9.77217
4254960	-0.618279	0.154428	9.80217
4254970	-0.579502	0.154262	9.79493
4254980	-0.53542	0.172925	9.778
4254990	-0.530908	0.177825	9.7829
4255000	-0.543651	0.172295	9.75371
4255010	-0.557464	0.181556	9.74313
4255020	-0.631263	0.0918226	9.77917
4255030	-0.569405	0.144504	9.78624
4255040	-0.45153	0.245576	9.81921
4255050	-0.560918	0.168844	9.80518
4255060	-0.578184	0.187016	9.77036
4255070	-0.566512	0.207334	9.81817
4255080	-0.575536	0.19277	9.80848
4255090	-0.525051	0.148746	9.76493
4255100	-0.529836	0.15827	9.7644
4255110	-0.557481	0.224455	9.74204
4255120	-0.542332	0.200284	9.72925
4255130	-0.555069	0.180456	9.70042
4255140	-0.57977	0.180774	9.71325
4255150	-0.578986	0.196916	9.78435
4255160	-0.579245	0.177972	9.78958
4255170	-0.599132	0.114125	9.71856
4255180	-0.587719	0.141889	9.68518
4255190	-0.564893	0.171025	9.70485
4255200	-0.570734	0.16197	9.72379
4255210	-0.548692	0.158108	9.75853
4255220	-0.54923	0.172652	9.76766
4255230	-0.547365	0.16703	9.73456
4255240	-0.517888	0.176255	9.72177
4255250	-0.54285	0.167162	9.73959
4255260	-0.577112	0.16746	9.75186
4255270	-0.56144	0.16688	9.72897
4255280	-0.572319	0.134104	9.75299
4255290	-0.574455	0.154148	9.79047
4255300	-0.536744	0.15447	9.80221
4255310	-0.553733	0.143922	9.76336
4255320	-0.561708	0.171768	9.7336
4255330	-0.576568	0.15757	9.74246
4255340	-0.604445	0.138078	9.72702
4255350	-0.607367	0.146746	9.69327
4255360	-0.572573	0.146203	9.67152
4255370	-0.560087	0.154412	9.61964
4255380	-0.568852	0.158792	9.60472
4255390	-0.541774	0.157026	9.7207
4255400	-0.539656	0.163024	9.76831
4255410	-0.553193	0.148329	9.7536
4255420	-0.576028	0.138258	9.73345
4255430	-0.579744	0.13776	9.71419
4255440	-0.541504	0.14737	9.7162
4255450	-0.541244	0.161549	9.71109
4255460	-0.583481	0.168071	9.7799
4255470	-0.571276	0.188145	9.81822
4255480	-0.555607	0.197095	9.7951
4255490	-0.539137	0.174522	9.84428
4255500	-0.524796	0.174552	9.84512
4255510	-0.54551	0.187337	9.78641
4255520	-0.554271	0.182184	9.77173
4255530	-0.562243	0.178874	9.82852
4255540	-0.552151	0.178649	9.81959
4255550	-0.552966	0.221916	9.83274
4255560	-0.57288	0.207944	9.84621
4255570	-0.572589	0.145856	9.84304
4255580	-0.533283	0.15021	9.82619
4255590	-0.549747	0.158484	9.77736
4255600	-0.587193	0.158039	9.76088
4255610	-0.584539	0.175883	9.71294
4255620	-0.575513	0.180913	9.72287
4255630	-0.548166	0.174259	9.83423
4255640	-0.539926	0.151055	9.85912
4255650	-0.560901	0.149664	9.80552
4255660	-0.550544	0.154083	9.79172
4255670	-0.537523	0.13089	9.8169
4255680	-0.570724	0.140234	9.80994
4255690	-0.567806	0.162723	9.75713
4255700	-0.558776	0.158219	9.76731
4255710	-0.574436	0.130201	9.79092
4255720	-0.558244	0.157975	9.75782
4255730	-0.561443	0.195365	9.7281
4255740	-0.548421	0.167405	9.75339
4255750	-0.530622	0.148989	9.77873
4255760	-0.520788	0.134586	9.77491
4255770	-0.53194	0.142623	9.71688
4255780	-0.557179	0.157487	9.73884
4255790	-0.564349	0.144277	9.78163
4255800	-0.564897	0.182653	9.79015
4255810	-0.551885	0.178527	9.81484
4255820	-0.559302	0.144164	9.77716
4255830	-0.571783	0.148046	9.74298
4255840	-0.568067	0.148544	9.76224
4255850	-0.571775	0.12898	9.74346
4255860	-0.557956	0.122277	9.66822
4255870	-0.56966	0.161368	9.70465
4255880	-0.587185	0.138972	9.76136
4255890	-0.575492	0.128481	9.7242
4255900	-0.57046	0.166501	9.71877
4255910	-0.543374	0.167293	9.74893
4255920	-0.546824	0.166672	9.72492
4255930	-0.536197	0.161436	9.70662
4255940	-0.583743	0.180283	9.69858
4255950	-0.618258	0.147338	9.71644
4255960	-0.52953	0.0817671	9.76144
4255970	-0.538052	0.143225	9.74032
4255980	-0.587463	0.189319	9.67907
4255990	-0.576825	0.155482	9.6615
4256000	-0.539383	0.16546	9.67775
4256010	-0.570466	0.1808	9.71841
4256020	-0.590396	0.183338	9.81722
4256030	-0.530112	0.184319	9.85409
